Age,Balance,NumOfProducts,Exited,ChurnRiskScore,RiskCategory
40,125725.02,2,0,3.5000000000000004,Low Risk
38,128289.7,3,1,94.0,High Risk
46,0.0,1,1,88.0,High Risk
49,88826.07,1,1,84.0,High Risk
41,143443.61,1,1,20.5,Low Risk
68,0.0,4,1,81.0,High Risk
29,0.0,2,0,1.5,Low Risk
26,149134.46,1,0,18.0,Low Risk
30,124119.54,1,0,0.5,Low Risk
44,116822.7,1,0,23.5,Low Risk
24,103219.47,1,0,10.0,Low Risk
41,0.0,2,0,0.0,
40,81954.6,1,1,76.0,High Risk
37,95196.26,1,1,72.0,High Risk
43,0.0,2,0,0.5,Low Risk
38,0.0,2,0,0.0,
32,136555.01,2,0,5.0,Low Risk
59,0.0,1,0,3.5000000000000004,Low Risk
39,119452.03,1,0,3.0,Low Risk
44,0.0,1,1,28.499999999999996,Low Risk
24,69881.09,2,0,4.0,Low Risk
39,0.0,2,0,0.0,
44,0.0,2,0,0.0,
27,0.0,2,0,0.5,Low Risk
20,204223.03,1,0,9.5,Low Risk
63,110314.21,2,1,66.5,Medium Risk
48,163760.82,1,1,57.49999999999999,Medium Risk
31,141069.18,3,0,48.5,Medium Risk
38,115934.74,1,0,1.0,Low Risk
52,151457.88,1,0,12.0,Low Risk
35,154206.07,2,0,2.0,Low Risk
26,89928.99,1,0,1.5,Low Risk
30,89182.09,1,0,0.0,
41,79706.25,2,0,18.5,Low Risk
44,0.0,3,1,70.5,High Risk
27,0.0,2,0,0.0,
31,117799.28,1,0,2.5,Low Risk
26,0.0,2,0,0.0,
28,0.0,2,0,0.0,
34,146422.22,1,1,70.5,High Risk
33,150186.22,2,0,1.0,Low Risk
40,100275.88,1,1,65.5,Medium Risk
47,0.0,1,1,88.5,High Risk
32,147493.89,1,0,8.5,Low Risk
43,0.0,2,0,4.0,Low Risk
42,0.0,2,0,10.0,Low Risk
29,121823.4,2,0,3.5000000000000004,Low Risk
40,0.0,2,0,0.5,Low Risk
31,113688.63,1,1,68.0,Medium Risk
40,100471.34,1,0,6.5,Low Risk
28,100032.52,1,1,68.5,Medium Risk
31,0.0,2,0,0.0,
32,116358.0,1,0,7.000000000000001,Low Risk
23,163549.63,1,0,8.5,Low Risk
51,99183.9,1,0,27.500000000000004,Low Risk
53,131955.07,1,1,55.00000000000001,Medium Risk
41,134177.06,1,0,5.5,Low Risk
38,0.0,2,0,0.5,Low Risk
30,0.0,2,0,0.5,Low Risk
19,0.0,1,0,7.5,Low Risk
56,94348.94,1,1,94.5,High Risk
32,155584.21,1,0,4.0,Low Risk
28,0.0,2,0,1.0,Low Risk
41,0.0,2,0,12.5,Low Risk
32,170661.47,1,0,3.5000000000000004,Low Risk
29,185544.36,1,0,14.499999999999998,Low Risk
44,52831.13,1,1,26.0,Low Risk
51,97750.07,3,1,92.5,High Risk
36,114007.5,2,0,2.5,Low Risk
71,104308.77,1,0,10.0,Low Risk
33,84719.13,2,0,2.0,Low Risk
39,0.0,2,0,2.0,Low Risk
39,140236.98,1,0,3.0,Low Risk
25,0.0,2,0,1.5,Low Risk
42,75302.85,2,0,7.5,Low Risk
27,0.0,2,0,0.5,Low Risk
51,104760.82,1,1,75.5,High Risk
49,0.0,1,1,91.5,High Risk
31,113693.0,1,0,5.0,Low Risk
36,174180.39,1,0,9.0,Low Risk
42,115766.26,1,1,83.0,High Risk
40,0.0,2,0,6.0,Low Risk
48,0.0,2,0,7.5,Low Risk
72,121215.9,2,0,2.0,Low Risk
45,144677.19,3,1,93.5,High Risk
36,115350.63,1,0,4.0,Low Risk
40,105683.63,1,0,8.5,Low Risk
37,135179.49,1,0,3.5000000000000004,Low Risk
31,117551.23,1,0,7.5,Low Risk
25,157404.02,2,0,7.000000000000001,Low Risk
36,77910.23,1,0,9.0,Low Risk
25,110942.9,1,0,5.5,Low Risk
40,0.0,2,0,1.5,Low Risk
32,179305.09,1,0,3.0,Low Risk
31,150593.59,2,0,1.5,Low Risk
43,123815.86,1,1,22.0,Low Risk
59,0.0,2,1,71.0,High Risk
25,69385.17,2,0,6.5,Low Risk
27,138032.15,1,0,3.5000000000000004,Low Risk
41,0.0,2,0,0.5,Low Risk
29,0.0,1,0,2.0,Low Risk
46,143500.82,1,1,94.0,High Risk
29,119670.18,1,0,5.0,Low Risk
33,99106.73,1,0,4.5,Low Risk
24,120135.55,2,0,2.5,Low Risk
39,0.0,1,0,6.0,Low Risk
55,120905.03,1,1,43.5,Medium Risk
57,0.0,3,1,94.0,High Risk
34,102277.52,1,1,80.0,High Risk
55,125292.53,1,1,85.0,High Risk
42,0.0,1,0,10.5,Low Risk
51,101629.3,1,0,20.0,Low Risk
47,171937.27,1,0,13.0,Low Risk
47,0.0,2,0,2.0,Low Risk
25,0.0,2,0,0.0,
34,0.0,2,0,1.5,Low Risk
31,129743.75,1,0,0.5,Low Risk
32,0.0,1,1,64.0,Medium Risk
41,151191.31,1,1,69.5,Medium Risk
32,102630.13,2,0,2.0,Low Risk
57,114023.64,2,1,28.999999999999996,Low Risk
41,124227.14,1,0,13.0,Low Risk
23,0.0,2,0,0.0,
35,80285.16,1,1,66.5,Medium Risk
31,175477.15,1,0,7.000000000000001,Low Risk
29,132144.35,1,0,3.0,Low Risk
47,136911.07,1,1,70.5,High Risk
31,133299.67,2,0,9.0,Low Risk
39,0.0,2,0,0.0,
42,117691.0,1,1,54.50000000000001,Medium Risk
35,0.0,2,0,0.0,
46,0.0,2,0,2.0,Low Risk
37,133199.71,2,0,8.0,Low Risk
51,135506.58,3,1,84.0,High Risk
33,127154.14,2,0,3.0,Low Risk
39,0.0,2,0,0.5,Low Risk
42,49508.79,3,0,31.5,Low Risk
41,0.0,1,0,3.0,Low Risk
62,75051.49,1,1,92.5,High Risk
52,123925.23,1,1,84.5,High Risk
41,0.0,2,1,1.5,Low Risk
33,153819.58,1,1,67.5,Medium Risk
39,0.0,2,0,0.0,
30,0.0,2,0,0.0,
23,70417.79,1,0,10.5,Low Risk
38,111484.88,1,0,0.5,Low Risk
38,146343.98,1,0,2.5,Low Risk
72,160541.0,2,0,6.5,Low Risk
27,130274.26,2,0,1.5,Low Risk
21,98993.02,1,0,6.0,Low Risk
36,0.0,2,0,5.0,Low Risk
32,141827.33,2,0,1.5,Low Risk
40,110054.45,1,0,1.0,Low Risk
28,0.0,2,0,1.0,Low Risk
28,0.0,1,0,5.5,Low Risk
36,98088.09,1,1,76.0,High Risk
48,118317.27,4,1,82.5,High Risk
22,0.0,2,0,0.0,
54,99774.5,1,1,98.5,High Risk
32,0.0,2,0,0.5,Low Risk
38,0.0,3,1,58.5,Medium Risk
27,133806.54,2,0,3.0,Low Risk
44,0.0,2,1,10.5,Low Risk
32,124993.29,2,0,0.5,Low Risk
44,157622.58,1,0,14.000000000000002,Low Risk
48,126111.61,1,0,27.500000000000004,Low Risk
42,161651.37,2,0,4.5,Low Risk
40,142856.95,2,0,11.5,Low Risk
44,111100.98,1,1,79.0,High Risk
35,102918.38,1,0,0.0,
30,0.0,2,0,0.0,
47,0.0,2,0,4.5,Low Risk
37,0.0,2,0,1.5,Low Risk
22,125265.61,1,0,2.5,Low Risk
37,82500.28,1,0,1.5,Low Risk
64,175754.87,2,0,14.000000000000002,Low Risk
47,109387.33,1,0,17.0,Low Risk
37,100443.36,2,0,3.5000000000000004,Low Risk
54,83102.72,2,0,15.0,Low Risk
28,0.0,1,0,9.0,Low Risk
28,0.0,2,0,0.5,Low Risk
40,0.0,2,0,0.5,Low Risk
48,115290.27,1,1,53.5,Medium Risk
42,0.0,2,0,3.0,Low Risk
40,140197.71,2,0,16.5,Low Risk
28,105245.34,1,0,1.5,Low Risk
50,0.0,2,0,9.0,Low Risk
32,0.0,2,0,0.5,Low Risk
35,142296.13,1,0,8.0,Low Risk
56,99097.33,1,1,64.5,Medium Risk
28,171069.39,2,0,2.0,Low Risk
39,0.0,2,0,2.5,Low Risk
31,102523.88,1,0,2.5,Low Risk
35,0.0,2,0,0.0,
44,143391.07,1,1,89.0,High Risk
44,106022.73,2,0,27.0,Low Risk
36,0.0,1,0,9.5,Low Risk
36,128960.21,2,0,1.5,Low Risk
35,0.0,2,0,23.5,Low Risk
48,0.0,2,0,13.0,Low Risk
24,0.0,2,0,1.5,Low Risk
25,126442.59,1,0,2.5,Low Risk
51,0.0,1,0,14.000000000000002,Low Risk
37,127261.35,1,0,3.0,Low Risk
32,0.0,2,0,0.5,Low Risk
33,0.0,1,0,9.5,Low Risk
34,0.0,2,0,2.5,Low Risk
30,73481.05,1,0,7.000000000000001,Low Risk
34,160515.37,1,0,8.5,Low Risk
61,149525.34,2,0,30.5,Low Risk
43,166522.78,1,1,73.5,High Risk
29,135536.5,1,0,12.0,Low Risk
43,120481.69,1,1,78.5,High Risk
28,103421.32,1,0,0.5,Low Risk
33,135658.73,2,0,1.0,Low Risk
36,0.0,2,0,0.5,Low Risk
28,191402.82,2,0,7.000000000000001,Low Risk
50,94504.35,1,0,26.0,Low Risk
44,126147.84,1,1,73.5,High Risk
46,0.0,1,0,10.5,Low Risk
33,0.0,2,0,0.0,
43,87624.03,2,0,11.5,Low Risk
45,153697.53,2,1,78.5,High Risk
25,0.0,2,0,0.5,Low Risk
39,0.0,1,0,8.5,Low Risk
45,116585.97,1,1,90.0,High Risk
34,134464.58,2,0,0.5,Low Risk
62,83008.31,1,0,15.5,Low Risk
35,113635.16,1,0,5.0,Low Risk
36,0.0,2,0,0.5,Low Risk
41,122552.48,2,0,2.5,Low Risk
31,118899.45,2,0,1.0,Low Risk
29,99713.87,1,0,5.0,Low Risk
36,0.0,1,0,6.5,Low Risk
36,134208.22,1,0,6.0,Low Risk
41,85906.65,3,0,32.5,Low Risk
32,137714.25,1,0,7.000000000000001,Low Risk
33,160777.9,1,0,2.5,Low Risk
45,0.0,2,0,0.0,
21,0.0,2,0,0.5,Low Risk
25,102585.88,2,0,2.0,Low Risk
39,102556.18,2,1,71.0,High Risk
42,126772.57,1,0,10.5,Low Risk
38,158373.23,1,0,4.0,Low Risk
34,0.0,2,0,0.0,
42,141927.1,1,0,15.0,Low Risk
47,109876.82,2,1,33.0,Low Risk
34,0.0,2,0,0.5,Low Risk
44,111369.79,2,0,7.000000000000001,Low Risk
35,116969.35,1,0,1.5,Low Risk
34,136729.51,2,0,5.5,Low Risk
44,152086.15,1,1,78.5,High Risk
46,0.0,2,0,0.0,
28,127289.28,1,0,4.5,Low Risk
45,119852.01,1,1,75.5,High Risk
38,0.0,2,0,0.0,
41,0.0,2,0,2.0,Low Risk
35,0.0,1,0,3.0,Low Risk
35,117183.74,1,0,10.0,Low Risk
33,129907.63,1,0,1.5,Low Risk
78,0.0,2,0,5.0,Low Risk
36,145387.32,2,1,70.0,Medium Risk
35,124616.23,1,0,1.0,Low Risk
31,0.0,2,0,0.0,
48,95808.19,1,1,89.5,High Risk
35,0.0,2,0,0.0,
42,0.0,2,0,3.5000000000000004,Low Risk
36,117152.3,1,0,2.0,Low Risk
35,106250.72,1,0,0.5,Low Risk
27,111837.78,2,0,3.5000000000000004,Low Risk
47,97023.21,1,0,7.000000000000001,Low Risk
31,137687.72,1,0,4.0,Low Risk
40,113348.5,1,0,1.0,Low Risk
24,122109.78,1,0,1.0,Low Risk
32,120452.4,2,0,2.0,Low Risk
53,0.0,2,0,2.0,Low Risk
34,65812.35,2,0,5.0,Low Risk
40,54428.37,1,1,78.0,High Risk
75,0.0,2,0,1.5,Low Risk
33,0.0,2,0,0.0,
48,143279.58,2,1,45.0,Medium Risk
32,103846.65,1,0,14.000000000000002,Low Risk
37,125190.86,1,0,2.0,Low Risk
33,0.0,2,0,6.0,Low Risk
65,38340.02,1,1,93.5,High Risk
28,123802.98,2,0,2.0,Low Risk
37,96651.03,1,0,7.000000000000001,Low Risk
33,0.0,2,0,7.000000000000001,Low Risk
39,0.0,2,0,0.5,Low Risk
43,133237.21,1,1,69.0,Medium Risk
61,142105.35,1,0,4.0,Low Risk
37,166115.42,1,0,12.5,Low Risk
37,81070.34,2,0,9.5,Low Risk
35,0.0,1,0,1.5,Low Risk
53,123835.52,2,0,18.0,Low Risk
51,123401.43,2,0,9.0,Low Risk
49,169377.31,1,0,9.5,Low Risk
38,130015.24,1,0,3.0,Low Risk
32,0.0,2,0,0.5,Low Risk
34,133936.04,2,0,3.0,Low Risk
34,114543.27,1,0,1.5,Low Risk
31,119794.67,1,0,3.0,Low Risk
33,0.0,2,0,0.0,
44,0.0,1,0,15.0,Low Risk
29,0.0,2,0,0.0,
32,157138.99,3,1,91.0,High Risk
45,0.0,2,0,1.5,Low Risk
41,136733.24,1,0,10.5,Low Risk
28,82498.14,2,0,0.5,Low Risk
39,151914.93,1,0,8.0,Low Risk
43,80090.93,1,1,71.0,High Risk
51,83739.32,1,0,19.5,Low Risk
35,181166.44,1,1,69.5,Medium Risk
38,130588.82,1,0,1.5,Low Risk
42,0.0,2,0,1.0,Low Risk
33,94126.67,1,0,4.0,Low Risk
32,0.0,2,0,0.0,
38,148045.68,1,1,70.5,High Risk
38,0.0,2,0,19.0,Low Risk
33,0.0,2,0,0.0,
44,168165.84,1,0,13.0,Low Risk
26,72835.56,2,0,1.0,Low Risk
41,0.0,2,0,0.5,Low Risk
31,123212.08,2,0,1.0,Low Risk
38,0.0,2,0,6.5,Low Risk
39,0.0,2,0,1.5,Low Risk
40,119501.88,2,0,1.0,Low Risk
39,144550.83,2,0,7.5,Low Risk
34,126729.41,1,1,63.5,Medium Risk
36,119984.07,1,1,79.5,High Risk
35,0.0,1,0,7.000000000000001,Low Risk
56,0.0,1,1,76.5,High Risk
42,121490.05,1,0,3.0,Low Risk
46,91897.8,1,0,12.0,Low Risk
39,139443.75,2,0,3.0,Low Risk
35,144961.97,1,0,6.0,Low Risk
42,126041.02,1,0,11.5,Low Risk
28,69459.05,2,0,0.5,Low Risk
38,198338.77,2,0,10.5,Low Risk
36,0.0,2,0,2.0,Low Risk
35,109196.66,3,1,96.0,High Risk
38,134168.5,3,1,92.0,High Risk
34,0.0,1,0,23.0,Low Risk
29,0.0,1,0,1.5,Low Risk
36,0.0,2,0,5.0,Low Risk
40,0.0,2,0,0.5,Low Risk
65,120100.41,1,1,89.0,High Risk
62,0.0,1,0,3.5000000000000004,Low Risk
50,0.0,2,0,15.5,Low Risk
22,0.0,2,0,0.0,
30,0.0,2,0,9.0,Low Risk
67,0.0,2,0,2.0,Low Risk
38,0.0,1,0,6.0,Low Risk
31,0.0,2,0,0.5,Low Risk
31,0.0,2,0,0.0,
38,135559.8,2,0,6.5,Low Risk
25,150355.35,2,0,2.5,Low Risk
37,0.0,2,0,1.0,Low Risk
35,133489.12,2,0,0.0,
37,105489.31,1,1,73.5,High Risk
25,60205.2,2,0,2.5,Low Risk
38,0.0,2,0,0.5,Low Risk
19,0.0,2,0,2.0,Low Risk
50,0.0,1,1,68.0,Medium Risk
40,0.0,1,0,8.0,Low Risk
33,0.0,1,0,6.5,Low Risk
35,0.0,3,1,68.5,Medium Risk
42,112333.63,1,0,8.5,Low Risk
57,116936.81,1,0,21.5,Low Risk
50,117721.02,1,1,89.0,High Risk
37,165896.22,2,0,2.5,Low Risk
44,153656.85,1,0,42.0,Medium Risk
50,94164.0,1,0,40.0,Low Risk
39,0.0,2,0,1.0,Low Risk
49,191808.73,1,0,22.0,Low Risk
58,152199.33,1,0,4.0,Low Risk
52,125396.24,1,1,85.0,High Risk
41,104405.54,3,0,39.5,Low Risk
27,133801.49,1,0,3.0,Low Risk
40,0.0,3,0,21.0,Low Risk
28,0.0,2,0,0.5,Low Risk
42,100047.33,1,0,20.0,Low Risk
31,109848.6,1,0,0.0,
32,127849.38,1,0,2.5,Low Risk
46,0.0,2,0,3.0,Low Risk
29,95947.76,1,0,2.0,Low Risk
26,0.0,2,0,1.0,Low Risk
43,137638.69,1,1,73.0,High Risk
38,0.0,1,0,8.5,Low Risk
41,0.0,2,0,0.0,
31,0.0,2,0,0.0,
44,0.0,2,0,7.000000000000001,Low Risk
38,89416.99,1,0,20.0,Low Risk
42,0.0,2,0,0.5,Low Risk
45,0.0,1,0,28.000000000000004,Low Risk
60,143262.04,1,0,10.0,Low Risk
35,119656.45,2,0,8.5,Low Risk
29,132954.64,1,0,1.5,Low Risk
44,105206.7,2,0,8.5,Low Risk
28,0.0,2,0,0.5,Low Risk
37,83061.26,2,0,6.0,Low Risk
40,147650.68,1,0,9.5,Low Risk
44,73348.56,1,1,76.0,High Risk
28,0.0,2,0,0.0,
38,0.0,2,0,2.0,Low Risk
27,116320.68,1,0,0.5,Low Risk
33,0.0,2,0,0.0,
29,0.0,2,0,1.0,Low Risk
38,0.0,2,0,1.0,Low Risk
61,66250.71,1,0,11.0,Low Risk
24,95675.62,2,1,67.0,Medium Risk
42,92616.64,2,0,30.5,Low Risk
41,0.0,1,0,59.0,Medium Risk
36,0.0,1,1,76.0,High Risk
37,100565.94,1,0,1.0,Low Risk
42,190305.78,1,1,85.0,High Risk
35,118536.4,1,1,81.5,High Risk
19,127649.64,1,0,3.0,Low Risk
35,165358.77,1,0,6.0,Low Risk
29,0.0,2,0,0.5,Low Risk
36,78249.53,1,0,24.0,Low Risk
61,125193.96,1,0,18.5,Low Risk
29,0.0,2,0,1.5,Low Risk
41,154007.21,1,0,18.5,Low Risk
43,133214.88,2,0,5.0,Low Risk
63,146202.93,1,1,65.5,Medium Risk
27,0.0,2,0,0.0,
30,90963.49,1,0,4.5,Low Risk
41,0.0,1,1,70.5,High Risk
52,0.0,1,1,94.0,High Risk
68,114386.85,1,0,6.5,Low Risk
26,0.0,2,0,0.5,Low Risk
40,0.0,2,0,4.5,Low Risk
38,0.0,2,0,1.0,Low Risk
71,137260.78,1,1,70.5,High Risk
33,111060.05,2,0,14.000000000000002,Low Risk
60,124447.73,1,1,68.0,Medium Risk
34,0.0,2,0,9.0,Low Risk
42,0.0,1,1,66.5,Medium Risk
33,135310.41,2,0,2.0,Low Risk
32,0.0,2,0,0.0,
73,0.0,2,0,3.0,Low Risk
29,0.0,2,0,1.0,Low Risk
34,139393.19,2,0,3.5000000000000004,Low Risk
28,0.0,2,0,1.5,Low Risk
26,104258.8,1,0,34.5,Low Risk
26,0.0,2,0,0.0,
32,113447.01,1,0,56.49999999999999,Medium Risk
33,0.0,2,0,0.0,
33,111063.73,2,0,5.0,Low Risk
30,161378.02,1,1,71.5,High Risk
39,82766.43,1,0,5.5,Low Risk
29,0.0,2,0,2.0,Low Risk
61,104267.7,1,1,96.5,High Risk
25,91718.8,1,0,5.0,Low Risk
47,63488.7,1,1,84.5,High Risk
46,12459.19,1,1,84.5,High Risk
37,159863.9,2,0,3.5000000000000004,Low Risk
23,104592.55,2,0,6.0,Low Risk
50,132088.59,1,0,13.0,Low Risk
39,0.0,2,0,1.0,Low Risk
44,120654.68,1,0,8.5,Low Risk
30,0.0,2,0,0.0,
32,83772.95,1,0,1.0,Low Risk
31,172325.67,1,0,4.0,Low Risk
46,117685.31,2,0,9.0,Low Risk
41,0.0,2,0,0.0,
39,0.0,2,0,1.0,Low Risk
64,0.0,2,0,2.5,Low Risk
35,135871.5,1,0,1.0,Low Risk
41,0.0,4,1,83.0,High Risk
49,128504.76,1,1,80.5,High Risk
36,0.0,2,0,0.0,
42,56228.25,1,0,14.000000000000002,Low Risk
45,98792.4,1,1,81.0,High Risk
40,181768.32,2,0,2.0,Low Risk
48,101198.01,1,0,12.0,Low Risk
25,0.0,2,0,0.5,Low Risk
60,0.0,2,0,3.5000000000000004,Low Risk
39,0.0,1,0,5.0,Low Risk
34,139064.06,2,0,2.5,Low Risk
35,104508.1,1,0,3.0,Low Risk
35,113948.58,1,1,78.5,High Risk
47,0.0,2,0,7.5,Low Risk
39,0.0,2,0,52.5,Medium Risk
31,0.0,2,0,0.0,
37,117524.72,2,0,6.0,Low Risk
37,160389.82,1,0,7.000000000000001,Low Risk
37,0.0,2,0,2.5,Low Risk
27,125547.53,1,0,11.0,Low Risk
46,92783.68,1,0,26.5,Low Risk
49,97036.22,2,1,83.5,High Risk
34,0.0,2,0,0.5,Low Risk
26,0.0,2,0,0.0,
40,102145.13,1,0,6.0,Low Risk
33,113452.66,1,0,1.5,Low Risk
46,155681.72,1,0,14.000000000000002,Low Risk
38,127475.24,1,1,70.5,High Risk
41,0.0,2,0,1.5,Low Risk
43,112751.13,1,0,5.5,Low Risk
29,0.0,2,0,0.5,Low Risk
45,144889.18,1,1,69.0,Medium Risk
40,0.0,2,0,1.0,Low Risk
22,150126.44,1,1,62.0,Medium Risk
54,69712.74,1,0,5.0,Low Risk
44,0.0,2,0,1.5,Low Risk
31,0.0,2,0,0.5,Low Risk
35,117438.92,2,0,5.5,Low Risk
38,119315.75,1,0,8.5,Low Risk
30,89571.59,1,0,2.0,Low Risk
34,102251.57,1,0,24.5,Low Risk
42,118546.71,1,0,8.0,Low Risk
61,0.0,1,1,55.50000000000001,Medium Risk
38,103257.14,1,0,9.0,Low Risk
43,124209.02,1,0,4.5,Low Risk
32,0.0,2,0,0.5,Low Risk
41,150302.84,1,0,16.0,Low Risk
34,108653.93,1,0,2.0,Low Risk
45,85325.93,1,0,20.0,Low Risk
29,0.0,2,0,0.5,Low Risk
37,135776.36,3,1,95.0,High Risk
40,131411.24,1,0,7.5,Low Risk
36,0.0,2,0,0.0,
41,0.0,2,0,3.0,Low Risk
45,106431.97,2,0,13.0,Low Risk
50,90305.76,1,0,10.5,Low Risk
28,117466.03,2,0,0.5,Low Risk
32,148884.47,2,0,2.0,Low Risk
44,91115.76,2,1,71.0,High Risk
37,77373.87,2,0,3.0,Low Risk
23,104744.89,1,0,3.0,Low Risk
31,0.0,2,0,1.0,Low Risk
39,91538.51,1,0,13.5,Low Risk
32,0.0,2,0,2.0,Low Risk
34,185734.75,1,0,8.5,Low Risk
30,143396.54,2,0,5.0,Low Risk
40,125909.85,1,0,7.000000000000001,Low Risk
45,0.0,2,0,3.5000000000000004,Low Risk
36,154525.7,1,0,8.5,Low Risk
29,0.0,1,0,5.0,Low Risk
51,100654.8,1,0,21.0,Low Risk
44,83325.77,1,0,8.5,Low Risk
35,110934.54,1,0,2.5,Low Risk
36,113680.54,1,0,3.0,Low Risk
31,117020.08,2,0,3.5000000000000004,Low Risk
49,145359.99,1,0,17.0,Low Risk
39,151391.68,1,1,20.5,Low Risk
66,123935.35,1,0,2.0,Low Risk
36,0.0,2,0,4.5,Low Risk
40,70291.02,1,1,71.5,High Risk
42,166031.45,1,0,24.5,Low Risk
36,96643.32,1,0,9.0,Low Risk
33,0.0,2,0,2.0,Low Risk
71,0.0,2,0,1.0,Low Risk
29,0.0,2,0,0.0,
48,0.0,2,0,2.5,Low Risk
40,0.0,2,0,0.5,Low Risk
26,97268.1,2,0,4.0,Low Risk
42,0.0,2,1,66.0,Medium Risk
55,76296.81,1,1,90.0,High Risk
27,0.0,2,0,1.0,Low Risk
42,64497.94,3,1,90.0,High Risk
38,0.0,1,0,10.5,Low Risk
32,0.0,2,0,1.5,Low Risk
57,0.0,2,0,0.5,Low Risk
39,0.0,2,0,0.0,
45,0.0,2,0,1.0,Low Risk
37,0.0,2,0,1.0,Low Risk
54,134249.7,1,0,3.0,Low Risk
45,0.0,1,1,73.0,High Risk
30,105443.68,1,0,0.0,
50,0.0,1,1,89.0,High Risk
35,0.0,2,0,2.0,Low Risk
38,0.0,2,0,2.0,Low Risk
35,86147.46,2,1,66.0,Medium Risk
38,96939.06,1,0,2.5,Low Risk
47,106758.6,1,0,8.0,Low Risk
33,112528.65,2,0,1.0,Low Risk
60,116563.58,1,1,92.0,High Risk
32,0.0,1,0,6.5,Low Risk
42,0.0,2,0,7.000000000000001,Low Risk
38,141786.78,1,0,4.5,Low Risk
41,136416.82,1,0,7.000000000000001,Low Risk
30,0.0,2,0,1.5,Low Risk
40,133245.52,2,0,6.5,Low Risk
41,90757.64,2,0,6.5,Low Risk
43,92350.36,1,0,16.0,Low Risk
69,78778.49,1,0,21.5,Low Risk
34,102143.93,2,0,7.000000000000001,Low Risk
29,0.0,1,0,10.0,Low Risk
37,98459.6,1,0,4.0,Low Risk
47,114603.76,2,1,81.0,High Risk
35,0.0,2,0,3.0,Low Risk
51,148074.79,1,1,93.5,High Risk
36,0.0,3,1,89.0,High Risk
62,108004.64,1,1,64.0,Medium Risk
29,107712.57,2,0,5.5,Low Risk
35,0.0,2,0,1.0,Low Risk
37,0.0,3,0,18.5,Low Risk
32,145303.52,1,0,2.0,Low Risk
37,138476.41,2,0,3.0,Low Risk
27,127471.56,1,1,70.0,Medium Risk
26,156551.63,1,0,8.0,Low Risk
49,97092.87,1,1,52.0,Medium Risk
32,0.0,2,1,59.0,Medium Risk
37,129312.79,1,0,5.0,Low Risk
29,100315.1,2,0,1.0,Low Risk
35,81684.97,1,0,10.5,Low Risk
51,88827.53,1,1,84.0,High Risk
40,152092.44,2,0,8.0,Low Risk
71,0.0,2,0,1.5,Low Risk
49,0.0,1,1,92.0,High Risk
38,102406.76,1,0,4.5,Low Risk
21,109130.96,2,0,1.0,Low Risk
29,0.0,2,0,0.5,Low Risk
33,75242.28,1,0,6.0,Low Risk
29,0.0,2,0,0.0,
45,0.0,1,1,91.0,High Risk
33,129142.54,2,0,14.499999999999998,Low Risk
51,0.0,1,0,18.0,Low Risk
22,139129.92,1,0,12.0,Low Risk
33,0.0,2,0,1.5,Low Risk
22,66483.32,1,0,21.5,Low Risk
40,62389.03,3,1,84.0,High Risk
34,0.0,2,0,0.5,Low Risk
46,91857.66,1,1,82.0,High Risk
31,0.0,2,0,0.0,
56,0.0,1,1,98.0,High Risk
30,176173.52,1,1,73.5,High Risk
38,0.0,1,0,8.0,Low Risk
37,131834.76,2,0,5.5,Low Risk
48,92347.96,1,0,20.0,Low Risk
40,0.0,2,0,0.0,
40,95297.11,1,0,12.0,Low Risk
32,0.0,2,0,0.5,Low Risk
39,0.0,1,0,16.0,Low Risk
53,123845.36,2,1,73.0,High Risk
62,143426.34,2,0,14.499999999999998,Low Risk
46,0.0,1,0,9.0,Low Risk
31,112708.2,1,0,22.0,Low Risk
43,100013.51,1,0,14.499999999999998,Low Risk
33,208165.53,1,1,70.5,High Risk
21,0.0,2,0,0.0,
40,0.0,1,1,23.5,Low Risk
19,0.0,2,0,1.0,Low Risk
33,121685.31,2,0,0.0,
39,111525.02,1,0,5.5,Low Risk
26,0.0,2,0,6.0,Low Risk
36,113546.3,1,0,5.0,Low Risk
41,95696.52,2,0,3.0,Low Risk
28,88963.31,2,0,1.0,Low Risk
31,144880.34,2,0,13.0,Low Risk
55,136576.02,1,1,80.5,High Risk
38,63093.01,1,0,11.0,Low Risk
38,132271.12,2,0,2.0,Low Risk
29,88814.4,2,0,1.5,Low Risk
40,90594.55,1,0,28.000000000000004,Low Risk
33,141816.25,1,1,76.5,High Risk
54,138547.97,1,1,77.0,High Risk
31,52192.08,2,0,3.0,Low Risk
38,124976.19,1,0,11.0,Low Risk
34,0.0,2,0,1.0,Low Risk
35,104356.38,1,0,3.5000000000000004,Low Risk
48,150315.92,1,0,11.5,Low Risk
39,129299.28,2,0,2.0,Low Risk
37,140950.92,2,0,5.0,Low Risk
30,128065.12,1,0,8.5,Low Risk
23,107433.48,1,0,2.0,Low Risk
34,117468.67,1,0,1.5,Low Risk
27,0.0,2,0,1.0,Low Risk
27,0.0,3,0,28.999999999999996,Low Risk
42,0.0,1,0,8.5,Low Risk
40,0.0,2,0,2.0,Low Risk
29,153040.03,1,1,5.5,Low Risk
45,142084.04,4,1,92.0,High Risk
30,0.0,2,0,0.0,
32,112079.58,1,0,0.0,
66,132044.6,2,0,6.5,Low Risk
46,66582.81,1,1,90.0,High Risk
33,0.0,2,0,0.5,Low Risk
39,0.0,1,0,6.0,Low Risk
33,0.0,2,0,0.5,Low Risk
